,pokemon,hp,atk,def,spa,spd,spe,gender,type,level,ability,item,teratype,hitsPhysical,hitsSpecial,basePower,hasPriority,hasSTAB,hasCoverage,hitsPivot,hitsSetUp,hitsHazards,hasRemoval,hasKnockOff,hasStatus,hp_ev,atk_ev,def_ev,spa_ev,spd_ev,spe_ev,hp_iv,atk_iv,def_iv,spa_iv,spd_iv,spe_iv,nature,format
1181,Chansey,3,0,0,0,2,1,0,1681,0,85,109,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,2,0,3,0,3,3,3,3,2,RU
1182,Chansey,3,0,0,0,2,1,0,1681,0,85,109,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,3,0,3,3,3,0,22,Uber
1183,Scyther,1,2,1,1,1,2,0,38,0,149,109,3,1,0,1,0,1,1,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
1184,Scyther,1,2,1,1,1,2,0,38,0,149,171,3,1,0,1,0,1,1,1,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
1185,Tauros,1,2,2,1,1,3,0,1681,0,123,207,1,1,0,2,0,1,1,0,0,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,ZU
1186,Tauros-Paldea-Blaze,1,2,2,0,1,2,0,221,0,58,203,9,1,0,2,0,1,0,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
1187,Tauros-Paldea-Blaze,1,2,2,0,1,2,0,221,0,58,58,5,1,0,3,0,1,1,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
1188,Tauros-Paldea-Blaze,1,2,2,0,1,2,0,221,0,58,203,9,1,0,2,0,1,0,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,PU
1189,Tauros-Paldea-Blaze,1,2,2,0,1,2,0,221,0,58,59,5,1,0,3,0,1,1,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,3,3,11,PU
1190,Tauros-Paldea-Aqua,1,2,2,0,1,2,0,871,0,58,58,18,1,0,2,1,1,1,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
1191,Tauros-Paldea-Aqua,1,2,2,0,1,2,0,871,0,58,203,16,1,0,2,1,1,0,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
1192,Gyarados,2,3,1,1,2,1,0,1273,0,81,203,2,1,0,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,0,UU
1193,Gyarados,2,3,1,1,2,1,0,1273,0,81,171,7,1,1,2,0,1,1,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,RU
1194,Lapras,3,1,1,1,2,1,0,2479,0,170,171,4,0,1,2,0,1,1,0,0,0,0,0,0,0,0,2,3,0,1,3,0,3,3,3,3,15,ZU
1195,Ditto,1,1,1,1,1,1,0,1681,0,54,59,8,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,3,3,3,3,3,0,18,OU
1196,Ditto,1,1,1,1,1,1,0,1681,0,54,59,4,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,3,3,3,3,3,0,21,Uber
1197,Ditto,1,1,1,1,1,1,0,1681,0,54,59,16,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,0,0,3,3,3,3,3,0,18,RU
1198,Ditto,1,1,1,1,1,1,0,1681,0,54,59,16,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,3,3,3,3,3,0,21,NU
1199,Ditto,1,1,1,1,1,1,0,1681,0,54,59,8,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,3,3,3,3,3,0,21,Uber
1200,Ditto,1,1,1,1,1,1,0,1681,0,54,59,16,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,3,3,3,3,3,0,21,ZU
1201,Vaporeon,3,1,1,2,2,1,0,4489,0,170,203,13,0,1,1,1,1,0,0,0,0,0,0,1,3,0,3,0,0,0,3,0,3,3,3,3,2,RU
1202,Vaporeon,3,1,1,2,2,1,0,4489,0,170,203,13,1,1,1,1,1,0,1,0,0,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,2,NU
1203,Vaporeon,3,1,1,2,2,1,0,4489,0,170,203,10,1,1,1,1,1,0,1,0,0,0,0,1,3,0,0,0,3,0,3,3,3,3,3,3,22,UU
1204,Jolteon,1,1,1,2,2,3,0,49,0,169,171,4,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,PU
1205,Jolteon,1,1,1,2,2,3,0,49,0,169,171,4,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,ZU
1206,Jolteon,1,1,1,2,2,3,0,49,0,169,60,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,24,ZU
1207,Snorlax,3,2,1,1,3,0,0,1681,0,155,203,4,1,0,2,0,1,1,0,0,0,0,0,1,1,0,2,0,3,0,3,3,3,3,3,3,5,NU
1208,Snorlax,3,2,1,1,3,0,0,1681,0,155,203,4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,3,0,3,3,3,3,3,3,5,PU
1209,Snorlax,3,2,1,1,3,0,0,1681,0,155,203,4,1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,3,0,3,3,3,3,3,3,5,ZU
1210,Articuno,2,1,2,2,3,1,0,703,0,102,171,2,1,1,1,0,1,0,1,0,0,0,0,1,3,0,0,0,3,0,3,3,3,3,3,3,4,ZU
1211,Articuno-Galar,2,1,1,3,2,2,0,893,0,187,171,16,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,NU
1212,Articuno-Galar,2,1,1,3,2,2,0,893,0,187,171,4,1,1,2,0,1,0,1,0,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,NU
1213,Articuno-Galar,2,1,1,3,2,2,0,893,0,187,171,16,0,1,2,0,1,0,0,1,0,0,0,1,3,0,0,0,0,3,3,3,3,3,3,3,24,PU
1214,Articuno-Galar,2,1,1,3,2,2,0,893,0,187,171,16,1,1,2,0,1,0,1,0,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,PU
1215,Zapdos,2,1,1,3,2,2,0,133,0,137,171,16,0,1,2,0,1,0,1,0,0,0,0,1,3,0,3,0,0,0,3,0,3,3,3,3,2,OU
1216,Zapdos,2,1,1,3,2,2,0,133,0,137,171,6,0,1,2,0,1,1,1,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,OU
1217,Zapdos-Galar,2,3,2,1,2,2,0,247,0,22,59,5,1,0,2,0,1,0,1,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,11,UU
1218,Zapdos-Galar,2,3,2,1,2,2,0,247,0,22,59,7,1,0,2,0,1,0,1,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,11,RU
1219,Moltres,2,2,2,3,1,2,0,323,0,30,171,4,1,1,1,0,1,0,1,0,0,0,0,1,3,0,3,0,0,1,3,3,3,3,3,3,2,OU
1220,Moltres,2,2,2,3,1,2,0,323,0,30,171,16,1,1,1,0,1,0,1,0,0,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,2,UU
1221,Moltres-Galar,2,1,2,2,3,2,0,57,0,183,356,8,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,15,OU
1222,Moltres-Galar,2,1,2,2,3,2,0,57,0,183,356,4,0,1,2,1,1,0,0,1,0,0,0,1,3,0,0,2,0,1,3,0,3,3,3,3,15,OU
1223,Dragonite,2,3,2,2,2,1,0,95,0,82,171,12,1,0,2,1,0,1,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,0,OU
1224,Dragonite,2,3,2,2,2,1,0,95,0,82,171,7,1,1,2,0,0,1,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,OU
1225,Dragonite,2,3,2,2,2,1,0,95,0,82,210,6,1,0,0,0,1,1,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,0,OU
1226,Dragonite,2,3,2,2,2,1,0,95,0,82,171,12,1,0,1,1,1,1,0,0,0,0,0,1,3,2,0,0,0,1,3,3,3,3,3,3,0,OU
1227,Dragonite,2,3,2,2,2,1,0,95,0,82,58,12,1,0,2,1,1,1,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,3,3,0,OU
1228,Dragonite,2,3,2,2,2,1,0,95,0,56,58,12,1,0,1,1,1,1,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,3,3,3,0,OU
1229,Dragonite,2,3,2,2,2,1,0,95,0,82,171,12,1,0,2,1,0,1,0,1,0,0,0,1,2,3,0,0,0,2,3,3,3,3,3,3,0,UU
1230,Mewtwo,3,2,2,3,2,3,0,2209,0,102,171,16,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,Uber
1231,Mewtwo,3,2,2,3,2,3,0,2209,0,102,60,6,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,3,24,Uber
1232,Mewtwo,3,2,2,3,2,3,0,2209,0,166,247,14,0,1,2,0,1,1,0,1,0,0,0,1,0,0,1,2,0,2,3,0,3,3,3,3,24,Uber
1233,Mewtwo,3,2,2,3,2,3,0,2209,0,102,207,4,0,1,2,0,1,1,0,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,Uber
1234,Mewtwo,3,2,2,3,2,3,0,2209,0,102,171,5,0,1,3,0,1,1,0,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,UU
1235,Mewtwo,3,2,2,3,2,3,0,2209,0,102,171,5,0,1,3,0,1,1,0,1,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,UU
1236,Mewtwo,3,2,2,3,2,3,0,2209,0,102,171,4,1,1,2,0,1,0,0,0,0,0,1,1,3,0,0,0,0,3,3,0,3,3,3,3,24,UU
1237,Mewtwo-Mega-Y,3,3,1,3,3,3,0,2209,0,57,247,14,0,1,2,0,1,1,0,1,0,0,0,1,0,0,1,2,0,2,3,0,3,3,3,3,24,Uber
1238,Mew,2,2,2,2,2,2,0,2209,0,147,318,8,0,1,2,0,0,1,0,0,1,0,0,1,3,0,1,0,0,2,3,0,3,3,3,3,24,UU
1239,Mew,2,2,2,2,2,2,0,2209,0,147,328,5,1,1,1,0,1,1,1,0,1,0,0,1,2,0,3,0,0,1,3,3,3,3,3,3,2,RU
1240,Mew,2,2,2,2,2,2,0,2209,0,147,70,1,0,1,2,0,0,1,0,0,1,0,0,1,3,0,0,0,0,3,3,0,3,3,3,3,24,OU
1241,Typhlosion,1,1,1,2,1,2,0,289,0,32,60,6,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,3,24,ZU
1242,Typhlosion,1,1,1,2,1,2,0,289,0,32,59,6,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,3,24,ZU
1243,Typhlosion-Hisui,1,1,1,2,1,2,0,391,0,37,171,5,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,24,NU
1244,Typhlosion-Hisui,1,1,1,2,1,2,0,391,0,37,59,6,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,24,NU
1245,Typhlosion-Hisui,1,1,1,2,1,2,0,391,0,11,171,6,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,3,24,PU
1246,Typhlosion-Hisui,1,1,1,2,1,2,0,391,0,11,59,6,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,24,PU
1247,Typhlosion-Hisui,1,1,1,2,1,2,0,391,0,11,171,4,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,PU
1248,Feraligatr,2,2,2,1,1,1,0,4489,0,123,207,1,1,0,1,1,1,1,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,RU
1249,Lanturn,3,1,1,1,1,1,0,469,0,169,171,2,0,1,1,0,1,0,1,0,0,0,0,1,3,0,0,0,3,0,3,3,3,3,3,3,4,ZU
1250,Azumarill,2,1,1,1,1,1,0,737,0,45,356,16,1,0,1,1,1,0,0,0,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,0,UU
1251,Politoed,2,1,1,2,2,1,0,4489,0,24,74,9,0,1,2,0,1,1,0,0,0,0,0,1,3,0,0,0,2,2,3,3,3,3,3,3,4,UU
1252,Politoed,2,1,1,2,2,1,0,4489,0,24,74,8,0,1,1,0,1,1,0,0,0,0,0,1,3,0,1,0,0,2,3,0,3,3,3,3,24,RU
1253,Quagsire,2,1,1,1,1,1,0,2077,0,164,203,4,1,0,2,0,1,0,0,0,1,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,10,OU
1254,Quagsire,2,1,1,1,1,1,0,2077,0,164,171,4,1,0,2,0,1,0,0,0,0,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,10,UU
1255,Quagsire,2,1,1,1,1,1,0,2077,0,164,171,13,1,0,2,0,1,0,0,0,1,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,10,RU
1256,Quagsire,2,1,1,1,1,1,0,2077,0,164,171,13,1,0,2,0,1,0,0,0,1,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,10,UU
1257,Espeon,1,1,1,3,2,3,0,2209,0,70,60,4,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,RU
1258,Espeon,1,1,1,3,2,3,0,2209,0,70,171,4,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,RU
1259,Espeon,1,1,1,3,2,3,0,2209,0,70,59,4,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,RU
1260,Espeon,1,1,1,3,2,3,0,2209,0,70,155,4,0,1,0,0,1,0,0,1,0,0,0,1,3,0,2,0,0,1,3,0,3,3,3,3,24,NU
1261,Espeon,1,1,1,3,2,3,0,2209,0,70,60,5,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,NU
1262,Espeon,1,1,1,3,2,3,0,2209,0,70,101,4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,3,24,NU
1263,Espeon,1,1,1,3,2,3,0,2209,0,70,155,4,0,1,0,0,1,0,0,1,0,0,0,1,3,0,0,0,0,3,3,3,3,3,3,3,24,PU
1264,Espeon,1,1,1,3,2,3,0,2209,0,70,203,16,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,PU
1265,Espeon,1,1,1,3,2,3,0,2209,0,70,207,4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,24,PU
1266,Espeon,1,1,1,3,2,3,0,2209,0,70,203,4,0,1,0,0,0,0,0,1,0,0,0,1,3,0,2,0,0,1,3,3,3,3,3,3,2,UU
1267,Umbreon,2,1,2,1,3,1,0,9,0,56,203,13,1,0,2,1,1,0,0,0,0,0,0,1,3,0,0,0,3,0,3,3,3,3,3,3,4,RU
1268,Umbreon,2,1,2,1,3,1,0,9,0,147,203,13,1,0,2,1,1,0,0,0,0,0,0,1,3,0,0,0,3,0,3,3,3,3,3,3,5,UU
1269,Slowking,2,1,1,2,3,0,0,3149,0,109,171,4,0,1,2,0,1,0,1,0,0,0,0,1,3,0,3,0,0,0,3,0,3,3,3,0,21,OU
1270,Slowking,2,1,1,2,3,0,0,3149,0,109,171,4,0,1,1,0,1,0,1,0,0,0,0,1,3,0,2,0,1,0,3,0,3,3,3,0,22,UU
1271,Slowking-Galar,2,1,1,2,3,0,0,2021,0,109,171,18,0,1,3,0,1,0,1,0,0,0,0,1,3,0,0,0,3,0,3,3,3,3,3,0,22,OU
1272,Slowking-Galar,2,1,1,2,3,0,0,2021,0,109,18,18,0,1,2,0,1,1,0,0,0,0,0,0,3,0,0,2,1,0,3,3,3,3,3,3,15,OU
1273,Slowking-Galar,2,1,1,2,3,0,0,2021,0,109,171,18,0,1,3,0,1,0,1,0,0,0,0,1,3,0,0,0,3,0,3,0,3,3,3,0,22,UU
1274,Slowking-Galar,2,1,1,2,3,0,0,2021,0,109,171,18,0,1,3,0,1,0,1,0,0,0,0,1,3,0,3,0,0,0,3,0,3,3,3,0,21,UU
1275,Forretress,1,1,3,1,1,1,0,118,0,142,203,8,1,1,0,0,1,1,1,0,1,0,0,1,3,0,2,0,1,0,3,3,3,3,3,3,21,RU
1276,Forretress,1,1,3,1,1,1,0,118,0,142,203,8,1,1,1,0,0,0,1,0,1,1,0,1,3,0,3,0,0,0,3,3,3,3,3,3,2,UU
1277,Gligar,1,1,2,0,1,1,0,589,0,53,109,18,1,0,2,0,1,0,1,0,1,0,0,1,3,0,2,0,1,0,3,3,3,3,3,3,10,UU
1278,Gligar,1,1,2,0,1,1,0,589,0,53,109,18,1,0,2,0,1,0,1,0,1,0,0,1,3,0,2,0,1,1,3,3,3,3,3,3,10,RU
1279,Gligar,1,1,2,0,1,1,0,589,0,53,109,18,1,0,1,0,1,0,1,0,1,0,1,1,3,0,2,0,0,1,3,3,3,3,3,3,10,NU
1280,Qwilfish,1,1,1,1,1,1,0,2881,0,58,328,10,1,0,1,0,1,0,1,0,1,0,0,1,3,0,2,0,0,1,3,3,3,3,3,3,10,PU
1281,Qwilfish,1,1,1,1,1,1,0,2881,0,58,203,18,1,0,2,1,1,0,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,PU
1282,Qwilfish-Hisui,1,1,1,1,1,1,0,129,0,58,109,8,1,0,1,0,1,0,0,0,1,0,0,1,3,0,0,0,2,1,3,3,3,3,3,3,5,PU
1283,Qwilfish-Hisui,1,1,1,1,1,1,0,129,0,58,109,18,1,0,1,1,1,0,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,PU
1284,Scizor,1,3,2,1,1,1,0,118,0,149,58,16,1,0,1,1,1,1,1,0,0,0,1,0,2,3,0,0,0,2,3,3,3,3,3,3,0,OU
1285,Scizor,1,3,2,1,1,1,0,118,0,149,207,16,1,0,1,1,1,1,0,1,0,0,1,1,2,3,0,0,0,2,3,3,3,3,3,3,0,OU
1286,Scizor,1,3,2,1,1,1,0,118,0,149,356,16,1,0,0,1,1,0,1,0,0,1,1,1,3,3,0,0,0,0,3,3,3,3,3,3,0,OU
1287,Shuckle,0,0,3,0,3,0,0,106,0,142,239,16,0,1,0,0,0,0,0,0,1,0,0,1,3,0,3,0,0,0,3,0,3,3,3,3,2,Uber
1288,Heracross,2,3,1,1,2,1,0,26,0,39,125,1,1,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
1289,Sneasel,1,1,1,0,1,3,0,111,0,56,171,11,1,0,1,1,1,0,0,1,0,0,1,1,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
1290,Sneasel,1,1,1,0,1,3,0,111,0,56,171,11,1,0,0,1,1,0,0,1,0,0,1,1,0,3,0,0,0,3,3,3,3,3,3,3,11,PU
1291,Sneasel,1,1,1,0,1,3,0,111,0,56,58,11,1,0,0,1,1,0,0,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,11,PU
1292,Sneasel,1,1,1,0,1,3,0,111,0,56,171,11,1,0,0,1,1,0,0,1,0,0,1,1,0,3,0,0,0,3,3,3,3,3,3,3,11,ZU
1293,Sneasel,1,1,1,0,1,3,0,111,0,56,58,11,1,0,0,1,1,0,0,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,11,ZU
1294,Sneasel-Hisui,1,1,1,0,1,3,0,559,0,56,109,1,1,0,3,0,1,1,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,ZU
1295,Sneasel-Hisui,1,1,1,0,1,3,0,559,0,56,58,5,1,0,3,0,1,1,0,0,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,ZU
1296,Sneasel-Hisui,1,1,1,0,1,3,0,559,0,56,109,18,1,1,3,0,1,1,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,PU
1297,Piloswine,2,2,1,1,1,1,0,1147,0,155,109,8,1,0,1,1,1,0,0,0,1,0,0,1,3,3,0,0,0,0,3,3,3,3,3,3,0,ZU
1298,Piloswine,2,2,1,1,1,1,0,1147,0,155,58,10,1,0,2,1,1,1,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,3,3,3,0,ZU
1299,Skarmory,1,1,3,1,1,1,0,1121,0,142,328,2,1,0,1,0,0,1,0,1,1,0,0,1,3,0,2,0,0,1,3,3,3,3,3,3,2,OU
1300,Skarmory,1,1,3,1,1,1,0,1121,0,142,328,10,1,0,1,0,0,1,0,0,1,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,2,Uber
1301,Skarmory,1,1,3,1,1,1,0,1121,0,142,328,8,1,0,1,0,0,1,0,0,1,0,0,1,3,0,1,0,2,1,3,0,3,3,3,3,10,UU
1302,Skarmory,1,1,3,1,1,1,0,1121,0,142,203,18,1,0,1,0,0,1,0,1,1,0,0,1,3,0,3,0,0,0,3,0,3,3,3,3,2,UU
1303,Houndoom,1,1,1,2,1,2,0,51,0,32,171,8,0,1,2,0,1,1,0,1,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,ZU
1304,Kingdra,1,1,2,2,2,1,0,335,0,146,60,18,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,3,15,RU
1305,Kingdra,1,1,2,2,2,1,0,335,0,146,207,18,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,15,NU
1306,Kingdra,1,1,2,2,2,1,0,335,0,129,345,2,0,1,3,0,1,0,0,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,PU
1307,Kingdra,1,1,2,2,2,1,0,335,0,146,207,18,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,15,PU
1308,Donphan,2,2,3,1,1,1,0,961,0,142,203,8,1,0,1,0,1,0,0,0,1,1,1,1,3,1,2,0,0,0,3,3,3,3,3,3,10,UU
1309,Porygon2,2,1,2,2,2,1,0,1681,0,159,109,13,0,1,1,0,1,1,0,0,0,0,0,1,3,0,0,0,3,0,3,3,3,3,3,3,4,NU
1310,Porygon2,2,1,2,2,2,1,0,1681,0,23,109,8,0,1,2,0,0,1,0,0,0,0,0,1,3,0,2,0,1,0,3,0,3,3,3,0,21,OU
1311,Smeargle,1,0,0,0,1,1,0,1681,0,91,133,8,1,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
1312,Smeargle,1,0,0,0,1,1,0,1681,0,91,133,8,1,0,3,1,1,0,0,0,1,0,0,1,3,0,0,0,0,3,3,3,3,3,3,3,11,PU
1313,Smeargle,1,0,0,0,1,1,0,1681,0,149,133,16,1,0,0,0,1,0,0,0,1,1,0,1,3,0,0,0,0,3,3,3,3,3,3,3,11,Uber
1314,Smeargle,1,0,0,0,1,1,0,1681,0,91,133,8,1,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,3,3,3,3,3,3,3,11,ZU
1315,Smeargle,1,0,0,0,1,1,0,1681,0,78,133,8,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,3,3,3,3,3,3,3,24,OU
1316,Hitmontop,1,1,2,0,3,1,0,169,0,149,171,16,1,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,3,3,3,3,3,3,3,0,PU
1317,Hitmontop,1,1,2,0,3,1,0,169,0,149,171,16,1,0,0,1,1,0,0,0,0,1,0,0,3,2,0,0,0,1,3,3,3,3,3,3,0,ZU
1318,Hitmontop,1,1,2,0,3,1,0,169,0,149,18,16,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,3,3,3,3,3,3,3,0,NU
1319,Blissey,3,0,0,1,3,1,0,1681,0,85,203,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,3,0,3,0,3,3,3,3,4,OU
1320,Blissey,3,0,0,1,3,1,0,1681,0,85,171,10,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,3,0,3,3,3,3,3,3,4,Uber
1321,Blissey,3,0,0,1,3,1,0,1681,0,85,171,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,3,0,3,0,3,3,3,3,2,UU
1322,Blissey,3,0,0,1,3,1,0,1681,0,85,171,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,3,0,2,0,3,0,3,3,3,1,4,Uber
1323,Blissey,3,0,0,1,3,1,0,1681,0,85,171,1,1,1,0,0,0,1,0,1,0,0,0,1,3,0,0,0,3,0,3,0,3,3,3,3,4,UU
1324,Raikou,2,1,1,2,2,3,0,49,0,102,171,18,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,3,24,RU
1325,Raikou,2,1,1,2,2,3,0,49,0,102,203,18,0,1,2,0,1,1,0,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,RU
1326,Raikou,2,1,1,2,2,3,0,49,0,102,171,4,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,NU
1327,Entei,3,2,1,2,1,2,0,289,0,56,171,12,1,0,2,1,1,1,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,3,3,0,OU
1328,Entei,3,2,1,2,1,2,0,289,0,56,58,12,1,0,2,1,1,1,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,3,3,11,RU
1329,Entei,3,2,1,2,1,2,0,289,0,56,58,12,1,0,2,1,1,1,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,3,3,3,0,OU
1330,Suicune,2,1,3,2,3,1,0,4489,0,102,203,1,0,1,1,1,1,0,0,1,0,0,0,1,3,0,0,0,0,3,3,0,3,3,3,3,24,RU
1331,Tyranitar,2,3,2,2,2,1,0,159,0,116,58,7,1,0,1,0,1,1,0,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,0,OU
1332,Tyranitar,2,3,2,2,2,1,0,159,0,116,203,7,1,1,1,0,1,1,0,0,1,0,1,1,3,0,1,0,2,0,3,3,3,3,3,3,22,OU
1333,Tyranitar,2,3,2,2,2,1,0,159,0,116,203,4,1,0,2,0,1,0,0,0,1,0,1,1,3,1,0,0,2,1,3,3,3,3,3,3,0,UU
1334,Tyranitar,2,3,2,2,2,1,0,159,0,116,58,1,1,0,2,0,1,1,0,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,0,UU
1335,Tyranitar,2,3,2,2,2,1,0,159,0,116,356,4,1,0,1,0,1,0,0,0,1,0,0,1,3,3,0,0,0,0,3,3,3,3,3,3,0,OU
1336,Tyranitar,2,3,2,2,2,1,0,159,0,116,360,4,1,0,0,0,1,0,0,0,1,0,1,1,3,1,0,0,0,2,3,3,3,3,3,3,0,UU
1337,Lugia,3,1,3,2,3,3,0,893,0,82,171,4,0,1,1,0,1,0,0,0,0,0,0,1,3,0,0,0,3,0,3,3,3,3,3,3,4,UU
