,pokemon,hp,atk,def,spa,spd,spe,gender,type,level,ability,item,teratype,hitsPhysical,hitsSpecial,basePower,hasPriority,hasSTAB,hasCoverage,hitsPivot,hitsSetUp,hitsHazards,hasRemoval,hasKnockOff,hasStatus,hp_ev,atk_ev,def_ev,spa_ev,spd_ev,spe_ev,hp_iv,atk_iv,def_iv,spa_iv,spd_iv,spe_iv,nature,format
316,Groudon,2,3,3,2,2,2,0,961,0,25,203,4,1,0,3,0,1,1,0,1,0,0,0,1,2,3,0,0,0,1,3,3,3,3,3,3,0,Uber
317,Groudon,2,3,3,2,2,2,0,961,0,25,203,18,1,0,3,0,1,0,0,0,1,0,0,1,2,0,3,0,0,1,3,3,3,3,3,3,10,AG
318,Rayquaza,3,3,2,3,2,2,0,95,0,3,207,7,1,0,2,1,1,1,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,Uber
319,Rayquaza,3,3,2,3,2,2,0,95,0,3,207,12,1,0,2,1,1,1,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,Uber
320,Jirachi,2,2,2,2,2,2,0,2773,0,120,203,18,1,0,2,0,1,1,0,0,1,0,0,1,3,0,0,0,0,3,3,3,3,3,3,3,11,RU
321,Jirachi,2,2,2,2,2,2,0,2773,0,120,203,18,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,3,0,2,3,0,3,3,3,3,24,RU
322,Jirachi,2,2,2,2,2,2,0,2773,0,120,59,16,1,0,1,0,1,0,1,0,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,RU
323,Jirachi,2,2,2,2,2,2,0,2773,0,120,203,18,1,0,1,0,1,1,1,0,0,0,0,1,3,0,1,0,2,1,3,3,3,3,3,3,5,UU
324,Deoxys-Attack,1,3,0,3,0,3,0,2209,0,102,207,8,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,16,Uber
325,Deoxys-Attack,1,3,0,3,0,3,0,2209,0,102,133,8,0,1,2,0,1,1,0,0,1,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,Uber
326,Deoxys-Attack,1,3,0,3,0,3,0,2209,0,102,207,8,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,9,AG
327,Deoxys-Defense,1,1,3,1,3,2,0,2209,0,102,171,8,1,0,1,0,0,0,1,0,1,0,1,1,3,0,2,0,0,1,3,3,3,3,3,3,10,RU
328,Deoxys-Speed,1,1,2,2,2,3,0,2209,0,102,171,5,1,1,3,0,1,1,0,0,0,0,1,0,0,2,0,3,0,1,3,3,3,3,3,3,16,OU
329,Deoxys-Speed,1,1,2,2,2,3,0,2209,0,102,207,5,0,1,3,0,1,1,0,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,15,OU
330,Deoxys-Speed,1,1,2,2,2,3,0,2209,0,102,66,8,1,1,2,0,1,1,0,0,1,0,1,1,3,0,0,0,0,3,3,3,3,3,3,3,16,OU
331,Deoxys-Speed,1,1,2,2,2,3,0,2209,0,102,209,8,0,1,3,0,1,0,0,0,0,0,0,1,3,0,0,0,0,3,3,0,3,3,3,3,24,OU
332,Deoxys-Speed,1,1,2,2,2,3,0,2209,0,102,133,8,1,1,3,0,1,0,0,0,1,0,1,1,0,1,0,2,0,3,3,3,3,3,3,3,16,AG
333,Deoxys-Speed,1,1,2,2,2,3,0,2209,0,102,328,8,0,1,3,0,1,0,0,0,1,0,0,1,3,0,2,0,0,1,3,3,3,3,3,3,24,Uber
334,Torterra,2,2,2,1,1,1,0,899,0,90,210,6,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,RU
335,Torterra,2,2,2,1,1,1,0,899,0,90,210,8,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
336,Infernape,1,2,1,2,1,2,0,221,0,11,60,6,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,24,NU
337,Infernape,1,2,1,2,1,2,0,221,0,11,59,5,1,0,2,0,1,0,1,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
338,Infernape,1,2,1,2,1,2,0,221,0,11,10,5,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,RU
339,Infernape,1,2,1,2,1,2,0,221,0,11,59,5,1,0,3,0,1,0,1,0,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,RU
340,Empoleon,2,1,1,2,2,1,0,3953,0,187,203,4,0,1,1,0,1,1,0,0,0,0,0,1,2,0,0,2,0,2,3,0,3,3,3,3,15,RU
341,Empoleon,2,1,1,2,2,1,0,3953,0,187,203,4,1,1,1,0,1,0,0,0,1,0,1,1,3,0,0,0,3,0,3,0,3,3,3,3,4,RU
342,Staraptor,2,2,1,1,1,2,0,779,0,108,58,7,1,0,2,1,1,1,1,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
343,Bastiodon,1,1,3,1,3,0,0,3127,0,134,203,4,1,0,0,0,1,1,0,0,1,0,0,1,3,0,0,0,3,0,3,3,3,3,3,3,5,NU
344,Gastrodon,3,1,1,2,1,1,0,2077,0,140,328,8,1,1,2,0,1,1,0,0,1,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,21,RU
345,Gastrodon,3,1,1,2,1,1,0,2077,0,141,171,13,0,1,2,0,1,1,0,0,1,0,0,1,3,0,2,0,2,0,3,0,3,3,3,3,4,UU
346,Ambipom,1,2,1,1,1,3,0,1681,0,149,171,12,1,0,0,1,1,0,1,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,11,PU
347,Ambipom,1,2,1,1,1,3,0,1681,0,149,171,12,1,0,0,1,1,0,1,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
348,Drifblim,3,1,1,2,1,1,0,437,0,2,171,4,0,1,1,0,1,0,0,0,0,1,0,1,0,0,3,0,0,3,3,0,3,3,3,3,24,ZU
349,Mismagius,1,1,1,2,2,2,0,529,0,65,203,4,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,PU
350,Mismagius,1,1,1,2,2,2,0,529,0,65,59,4,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,NU
351,Mismagius,1,1,1,2,2,2,0,529,0,65,203,4,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,NU
352,Skuntank,2,1,1,1,1,1,0,129,0,2,328,1,1,0,2,1,1,0,0,0,0,0,1,1,0,3,0,0,0,3,3,3,3,3,3,3,11,PU
353,Bronzong,1,1,3,1,3,1,0,2773,0,65,203,4,1,1,0,0,1,1,0,0,1,0,0,1,3,0,0,0,3,0,3,3,3,3,3,3,4,NU
354,Bronzong,1,1,3,1,3,1,0,2773,0,65,203,4,1,1,0,0,1,1,0,1,0,0,0,1,3,0,0,0,2,1,3,3,3,3,3,3,4,NU
355,Spiritomb,1,1,2,2,2,1,0,69,0,55,203,1,0,1,1,0,1,1,0,1,0,0,0,1,3,0,0,3,0,0,3,0,3,3,3,0,18,ZU
356,Spiritomb,1,1,2,2,2,1,0,69,0,55,203,13,1,1,1,0,1,0,0,0,0,0,0,1,3,0,3,0,0,0,3,0,3,3,3,3,2,ZU
357,Garchomp,3,3,2,1,1,2,0,155,0,112,328,8,1,0,1,0,1,0,0,0,1,0,0,1,3,0,2,0,0,1,3,3,3,3,3,3,10,OU
358,Garchomp,3,3,2,1,1,2,0,155,0,112,210,6,1,0,1,0,1,0,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,OU
359,Lucario,1,2,1,2,1,2,0,767,0,56,207,12,1,0,2,1,1,1,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,RU
360,Hippopotas,1,1,1,1,1,0,0,961,0,116,360,8,1,0,2,0,1,0,0,0,1,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,10,ZU
361,Vileplume,1,1,1,2,2,1,0,1247,0,28,328,18,0,1,2,0,1,0,0,0,0,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,2,NU
362,Vileplume,1,1,1,2,2,1,0,1247,0,28,203,4,0,1,2,0,1,0,0,0,0,0,0,1,3,0,3,0,0,0,3,0,3,3,3,3,2,RU
363,Hippowdon,3,2,3,1,1,1,0,961,0,116,328,8,1,0,2,0,1,0,0,0,1,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,10,RU
364,Hippowdon,3,2,3,1,1,1,0,961,0,116,203,18,1,0,2,0,1,0,0,0,1,0,0,1,3,0,2,0,2,0,3,3,3,3,3,3,10,UU
365,Toxicroak,2,2,1,1,1,1,0,559,0,26,328,8,1,0,1,0,1,0,0,0,0,0,1,1,3,0,2,0,0,1,3,3,3,3,3,3,10,OU
366,Toxicroak,2,2,1,1,1,1,0,559,0,26,207,1,1,0,3,1,1,0,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,RU
367,Toxicroak,2,2,1,1,1,1,0,559,0,26,203,1,1,0,3,1,1,0,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,NU
368,Toxicroak,2,2,1,1,1,1,0,559,0,26,207,1,0,1,2,0,1,1,0,1,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,NU
369,Abomasnow,2,1,1,2,1,1,0,1073,0,131,171,18,0,1,2,0,1,1,0,0,0,0,0,1,3,0,0,3,0,0,3,0,3,3,3,3,15,ZU
370,Abomasnow,2,1,1,2,1,1,0,1073,0,131,171,18,0,1,2,0,1,1,0,0,0,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,2,NU
371,Abomasnow,2,1,1,2,1,1,0,1073,0,131,171,10,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,NU
372,Abomasnow,2,1,1,2,1,1,0,1073,0,131,102,8,0,1,3,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,PU
373,Weavile,1,2,1,1,1,3,0,111,0,102,171,11,1,0,0,1,1,0,0,1,0,0,1,1,0,3,0,0,0,3,3,3,3,3,3,3,11,OU
374,Weavile,1,2,1,1,1,3,0,111,0,102,58,11,1,0,0,1,1,0,0,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,11,OU
375,Magnezone,1,1,3,3,2,1,0,413,0,4,60,9,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,3,15,RU
376,Magnezone,1,1,3,3,2,1,0,413,0,4,18,7,1,1,1,0,1,1,1,0,0,0,0,0,2,0,0,3,1,1,3,0,3,3,3,3,15,RU
377,Magnezone,1,1,3,3,2,1,0,413,0,74,60,5,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,15,OU
378,Rhyperior,3,3,3,1,1,1,0,1643,0,133,203,2,1,0,2,0,1,1,0,0,1,0,0,1,3,1,0,0,2,0,3,3,3,3,3,3,0,NU
379,Rhyperior,3,3,3,1,1,1,0,1643,0,133,203,2,1,0,2,0,1,1,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,0,NU
380,Rhyperior,3,3,3,1,1,1,0,1643,0,133,18,2,1,0,2,0,1,1,0,0,0,0,0,0,1,3,0,0,0,2,3,3,3,3,3,3,0,NU
381,Rhyperior,3,3,3,1,1,1,0,1643,0,133,203,6,1,0,2,0,1,0,0,1,1,0,0,1,3,1,0,0,2,1,3,3,3,3,3,3,0,UU
382,Rhyperior,3,3,3,1,1,1,0,1643,0,133,203,2,1,0,2,0,1,0,0,1,1,0,0,1,3,0,0,0,2,1,3,3,3,3,3,3,0,RU
383,Magmortar,1,1,1,3,2,1,0,289,0,30,171,10,1,1,2,0,1,1,0,0,0,0,1,0,0,0,0,3,0,3,3,3,3,3,3,3,24,ZU
384,Leafeon,1,2,3,1,1,2,0,841,0,12,207,6,1,1,2,0,1,1,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,0,ZU
385,Gliscor,1,1,3,1,1,2,0,589,0,98,395,12,1,0,1,1,0,0,0,1,0,0,1,1,2,0,1,0,2,0,3,3,3,3,3,3,5,OU
386,Gliscor,1,1,3,1,1,2,0,589,0,98,395,18,1,0,1,1,0,0,0,0,1,0,1,1,2,0,1,0,2,0,3,3,3,3,3,3,5,OU
387,Gliscor,1,1,3,1,1,2,0,589,0,98,395,18,1,0,2,1,1,0,0,0,1,0,1,1,2,0,3,0,1,0,3,3,3,3,3,3,10,AG
388,Gliscor,1,1,3,1,1,2,0,589,0,98,395,18,1,0,2,1,1,0,0,0,1,0,0,1,2,0,3,0,1,0,3,3,3,3,3,3,10,Uber
389,Mamoswine,3,3,1,1,1,1,0,1147,0,155,58,11,1,0,1,1,1,0,0,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,0,OU
390,Mamoswine,3,3,1,1,1,1,0,1147,0,155,203,9,1,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,0,UU
391,Porygon-Z,2,1,1,3,1,2,0,1681,0,23,171,10,0,1,2,0,1,1,0,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,15,RU
392,Gallade,1,3,1,1,3,1,0,611,0,307,216,16,1,0,2,0,1,1,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,RU
393,Gallade,1,3,1,1,3,1,0,611,0,307,58,16,1,0,1,0,1,1,0,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,11,RU
394,Gallade,1,3,1,1,3,1,0,611,0,307,59,16,1,0,1,0,1,1,0,0,0,0,1,0,0,3,0,0,0,3,3,3,3,3,3,3,11,RU
395,Probopass,1,1,3,1,3,1,0,3127,0,114,294,4,0,1,2,0,1,1,0,0,0,0,0,0,2,0,0,3,0,1,3,0,3,3,3,3,15,ZU
396,Froslass,1,1,1,1,1,3,1,851,0,18,133,8,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,ZU
397,Froslass,1,1,1,1,1,3,1,851,0,18,171,8,1,0,1,0,1,0,0,0,1,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,11,ZU
398,Froslass,1,1,1,1,1,3,0,851,0,18,133,16,1,0,0,0,1,0,0,0,1,0,0,1,2,2,0,0,0,3,3,3,3,3,3,3,11,RU
399,Froslass,1,1,1,1,1,3,0,851,0,18,171,1,0,1,2,0,1,0,0,0,1,0,0,1,3,0,0,0,0,3,3,3,3,3,3,3,24,NU
400,Froslass,1,1,1,1,1,3,0,851,0,18,133,4,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,PU
401,Rotom,1,1,1,2,1,2,0,161,0,65,59,3,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,ZU
402,Rotom,1,1,1,2,1,2,0,161,0,65,203,16,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,ZU
403,Rotom-Frost,1,1,2,2,2,1,0,259,0,65,171,3,0,1,2,0,1,0,1,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,ZU
404,Rotom-Heat,1,1,2,2,2,1,0,119,0,65,171,16,0,1,2,0,1,0,1,1,0,0,0,1,3,0,0,0,0,3,3,0,3,3,3,3,24,PU
405,Rotom-Heat,1,1,2,2,2,1,0,119,0,65,171,16,0,1,2,0,1,0,1,1,0,0,0,1,3,0,0,0,0,3,3,0,3,3,3,3,24,RU
406,Rotom-Heat,1,1,2,2,2,1,0,119,0,65,171,16,0,1,2,0,1,0,1,0,0,0,0,1,3,0,0,0,0,3,3,0,3,3,3,3,24,NU
407,Rotom-Mow,1,1,2,2,2,1,0,203,0,65,59,3,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,ZU
408,Rotom-Mow,1,1,2,2,2,1,0,203,0,65,203,8,0,1,2,0,1,0,1,1,0,0,0,1,3,0,0,0,0,3,3,0,3,3,3,3,24,ZU
409,Rotom-Mow,1,1,2,2,2,1,0,203,0,65,203,8,0,1,2,0,1,0,1,0,0,0,0,1,3,0,0,0,0,3,3,0,3,3,3,3,24,ZU
410,Rotom-Mow,1,1,2,2,2,1,0,203,0,65,59,16,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,RU
411,Rotom-Mow,1,1,2,2,2,1,0,203,0,65,171,16,0,1,3,0,1,0,0,1,0,0,0,1,3,0,0,0,0,3,3,3,3,3,3,3,24,RU
412,Rotom-Mow,1,1,2,2,2,1,0,203,0,65,59,3,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,NU
413,Rotom-Mow,1,1,2,2,2,1,0,203,0,65,203,4,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,NU
414,Rotom-Mow,1,1,2,2,2,1,0,203,0,65,203,13,0,1,2,0,1,0,1,1,0,0,0,1,3,0,0,0,0,3,3,3,3,3,3,3,24,NU
415,Rotom-Mow,1,1,2,2,2,1,0,203,0,65,59,3,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,PU
416,Rotom-Wash,1,1,2,2,2,1,0,469,0,65,203,16,0,1,2,0,1,0,1,0,0,0,0,1,3,0,2,1,1,0,3,0,3,3,3,3,2,UU
417,Rotom-Wash,1,1,2,2,2,1,0,469,0,65,203,16,0,1,2,0,1,0,1,0,0,0,0,1,3,0,1,1,2,0,3,0,3,3,3,3,4,UU
418,Rotom-Wash,1,1,2,2,2,1,0,469,0,65,203,16,0,1,2,0,1,0,1,0,0,0,0,1,3,0,2,0,0,1,3,3,3,3,3,3,2,OU
419,Uxie,1,1,3,1,3,2,0,2209,0,65,203,4,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,PU
420,Uxie,1,1,3,1,3,2,0,2209,0,65,203,13,1,1,1,0,1,0,1,0,1,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,2,PU
421,Uxie,1,1,3,1,3,2,0,2209,0,65,203,4,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,NU
422,Uxie,1,1,3,1,3,2,0,2209,0,65,328,1,1,1,1,0,1,0,1,0,1,0,1,1,3,0,1,0,0,2,3,3,3,3,3,3,24,NU
423,Mesprit,2,2,2,2,2,1,0,2209,0,65,328,16,1,1,1,0,1,0,1,0,1,0,1,1,3,0,3,0,0,0,3,3,3,3,3,3,21,ZU
424,Mesprit,2,2,2,2,2,1,0,2209,0,65,59,4,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,ZU
425,Mesprit,2,2,2,2,2,1,0,2209,0,65,203,4,0,1,1,0,1,0,0,1,0,0,0,1,3,0,0,0,0,3,3,3,3,3,3,3,24,ZU
426,Mesprit,2,2,2,2,2,1,0,2209,0,65,203,16,1,1,1,0,1,0,1,0,1,0,1,1,3,0,0,0,3,0,3,3,3,3,3,3,22,ZU
427,Mesprit,2,2,2,2,2,1,0,2209,0,65,66,8,1,1,1,0,1,0,1,0,1,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,2,PU
428,Azelf,1,3,1,3,1,3,0,2209,0,65,133,8,1,1,3,0,0,1,0,0,1,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,16,RU
429,Azelf,1,3,1,3,1,3,0,2209,0,65,110,4,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,RU
430,Dialga,2,2,3,3,2,2,0,295,0,102,59,2,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,3,24,Uber
431,Dialga-Origin,2,2,3,3,3,2,0,295,0,102,4,8,1,1,3,0,1,0,0,0,1,0,0,1,3,0,0,0,0,3,3,0,3,3,3,3,24,Uber
432,Palkia,2,2,2,3,3,2,0,335,0,102,203,10,1,1,2,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,Uber
433,Palkia-Origin,2,2,2,3,3,3,0,335,0,102,220,4,0,1,3,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,Uber
434,Heatran,2,1,2,3,2,1,0,1003,0,32,203,9,0,1,2,0,1,1,0,0,1,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,OU
435,Heatran,2,1,2,3,2,1,0,1003,0,32,203,9,0,1,2,0,1,1,0,0,1,0,0,1,3,0,0,0,2,1,3,3,3,3,3,3,4,OU
436,Giratina,3,2,3,2,3,2,0,115,0,102,171,4,1,0,1,0,1,0,0,0,0,1,0,1,3,0,3,0,0,0,3,3,3,3,3,3,10,Uber
437,Giratina-Origin,3,2,2,3,2,2,0,115,0,65,159,16,1,0,2,0,1,0,0,0,0,1,0,1,3,2,2,0,0,1,3,3,3,3,3,3,0,Uber
438,Giratina-Origin,3,2,2,3,2,2,0,115,0,65,159,16,0,1,2,0,1,0,0,0,0,1,0,1,3,0,2,2,0,1,3,3,3,3,3,3,15,Uber
439,Giratina-Origin,3,2,2,3,2,2,0,115,0,65,159,16,1,0,1,1,1,0,0,0,0,1,0,1,2,2,0,0,2,0,3,3,3,3,3,3,0,AG
440,Giratina-Origin,3,2,2,3,2,2,0,115,0,65,159,16,1,0,2,0,1,0,0,0,0,1,0,1,2,0,2,0,2,1,3,3,3,3,3,3,10,AG
441,Giratina-Origin,3,2,2,3,2,2,0,115,0,65,159,16,1,0,1,1,1,0,0,0,0,0,0,1,2,2,0,0,2,1,3,3,3,3,3,3,0,AG
442,Cresselia,3,1,2,1,3,1,0,2209,0,65,101,16,0,1,2,0,0,1,0,0,0,0,0,1,3,0,3,0,0,0,3,0,3,3,3,3,2,OU
443,Cresselia,3,1,2,1,3,1,0,2209,0,65,239,13,0,1,2,0,0,1,0,0,0,0,0,1,3,0,3,0,0,0,3,0,3,3,3,0,21,OU
444,Cresselia,3,1,2,1,3,1,0,2209,0,65,59,4,0,1,2,0,0,1,0,0,0,0,0,1,3,0,0,0,0,3,3,0,3,3,3,3,24,RU
445,Cresselia,3,1,2,1,3,1,0,2209,0,65,203,13,0,1,2,0,1,1,0,1,0,0,0,1,3,0,2,0,0,2,3,0,3,3,3,3,2,RU
446,Venomoth,1,1,1,2,1,2,0,86,0,156,155,4,0,1,2,0,1,0,0,1,0,0,0,1,3,0,0,0,0,3,3,3,3,3,3,3,24,PU
447,Manaphy,2,2,2,2,2,2,0,4489,0,47,203,4,0,1,2,0,1,1,0,1,0,0,0,1,1,0,0,3,0,2,3,0,3,3,3,3,24,UU
448,Manaphy,2,2,2,2,2,2,0,4489,0,47,203,4,0,1,2,0,1,1,0,1,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,OU
449,Manaphy,2,2,2,2,2,2,0,4489,0,47,203,13,0,1,0,0,1,0,0,1,0,0,0,1,3,0,1,0,0,2,3,3,3,3,3,3,24,OU
450,Darkrai,1,1,2,3,2,3,0,9,0,8,203,13,0,1,2,0,1,1,0,1,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,OU
451,Darkrai,1,1,2,3,2,3,0,9,0,8,59,13,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,OU
452,Darkrai,1,1,2,3,2,3,0,9,0,8,171,13,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,OU
453,Darkrai,1,1,2,3,2,3,0,9,0,8,60,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,3,3,24,OU
454,Darkrai,1,1,2,3,2,3,0,9,0,8,207,13,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,24,OU
455,Darkrai,1,1,2,3,2,3,0,9,0,8,59,1,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,Uber
456,Darkrai,1,1,2,3,2,3,0,9,0,8,207,13,0,1,2,0,1,1,0,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,Uber
457,Shaymin,2,2,2,2,2,2,0,841,0,85,171,10,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,24,ZU
458,Shaymin-Sky,2,2,1,3,1,3,0,551,0,120,59,7,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,Uber
459,Shaymin-Sky,2,2,1,3,1,3,0,551,0,120,203,16,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,3,0,3,3,3,3,3,3,3,24,Uber
460,Arceus,3,2,3,3,3,3,0,1681,0,83,171,6,1,0,1,1,1,0,0,1,0,0,0,1,2,3,0,0,0,1,3,3,3,3,3,3,0,Uber
461,Arceus,3,2,3,3,3,3,0,1681,0,83,203,6,1,0,1,1,1,0,0,1,0,0,0,1,3,2,0,0,0,1,3,3,3,3,3,3,0,Uber
462,Arceus,3,2,3,3,3,3,0,1681,0,83,171,18,1,0,2,0,0,1,0,1,0,0,0,1,3,0,3,0,0,0,3,3,3,3,3,3,10,Uber
463,Arceus,3,2,3,3,3,3,0,1681,0,83,171,6,1,0,1,1,1,0,0,1,0,0,0,1,2,3,0,0,0,1,3,3,3,3,3,3,0,AG
464,Arceus,3,2,3,3,3,3,0,1681,0,83,171,6,1,0,1,1,1,0,0,1,0,0,0,1,3,2,0,0,1,1,3,3,3,3,3,3,0,AG
465,Arceus,3,2,3,3,3,3,0,1681,0,83,171,12,1,0,2,1,1,1,0,1,0,0,0,1,0,3,0,0,0,3,3,3,3,3,3,3,0,AG
466,Arceus-Bug,3,2,3,3,3,3,0,4,0,83,184,18,0,1,2,0,0,1,0,1,0,0,0,1,3,0,0,0,0,3,3,0,3,3,3,3,24,Uber
467,Arceus-Dark,3,2,3,3,3,3,0,9,0,83,93,4,0,1,2,0,0,1,0,1,0,0,0,1,3,0,0,0,0,3,3,0,3,3,3,3,24,Uber
468,Arceus-Dark,3,2,3,3,3,3,0,9,0,83,93,4,1,0,2,0,1,0,0,0,0,0,0,1,3,0,2,0,0,2,3,0,3,3,3,3,2,Uber
469,Arceus-Dragon,3,2,3,3,3,3,0,25,0,83,87,6,1,0,2,1,1,1,0,1,0,0,0,1,2,3,0,0,0,2,3,3,3,3,3,3,0,Uber
470,Arceus-Electric,3,2,3,3,3,3,0,49,0,83,522,13,0,1,2,0,0,1,0,1,0,0,0,1,3,0,0,0,0,3,3,0,3,3,3,3,24,Uber
471,Arceus-Fighting,3,2,3,3,3,3,0,169,0,83,124,13,1,1,0,0,1,0,0,1,0,0,0,1,3,0,2,0,0,2,3,0,3,3,3,3,2,Uber
472,Arceus-Fire,3,2,3,3,3,3,0,289,0,83,126,6,1,0,3,0,1,1,0,1,0,0,0,1,2,3,0,0,0,2,3,3,3,3,3,3,0,Uber
473,Arceus-Flying,3,2,3,3,3,3,0,361,0,83,358,18,0,1,2,0,0,1,0,1,0,0,0,1,3,0,0,0,0,3,3,0,3,3,3,3,24,Uber
474,Arceus-Ghost,3,2,3,3,3,3,0,529,0,83,369,17,0,1,2,0,0,1,0,1,0,0,0,1,0,0,0,3,0,3,3,0,3,3,3,3,15,Uber
